"ZCTA5CE10,C,5","GEOID10,C,5","CLASSFP10,C,2","MTFCC10,C,5","FUNCSTAT10,C,1","ALAND10,N,14,0","AWATER10,N,14,0","INTPTLAT10,C,11","INTPTLON10,C,12"
38242,38242,B5,G6350,S,477745018,2732215,36.3055787,-88.3311198
38251,38251,B5,G6350,S,231194534,174273,36.4598721,-88.3558561
38253,38253,B5,G6350,S,138094348,2459063,36.2644790,-88.9933455
38254,38254,B5,G6350,S,1752802,0,36.3749044,-89.3474038
38255,38255,B5,G6350,S,121772926,390330,36.2407176,-88.8591295
38256,38256,B5,G6350,S,151940470,59786474,36.3085213,-88.1315023
54601,54601,B5,G6350,S,190466263,3285934,43.8061968,-91.1405293
38257,38257,B5,G6350,S,141522944,128501,36.4567094,-88.8765262
38258,38258,B5,G6350,S,70639703,56699,36.0327916,-88.6192867
38259,38259,B5,G6350,S,72297070,376301,36.1991518,-89.1836580
54603,54603,B5,G6350,S,23704449,1155612,43.8567619,-91.2419347
38260,38260,B5,G6350,S,170239911,340942,36.3607765,-89.2003633
54610,54610,B5,G6350,S,331659933,21620102,44.3651167,-91.8317136
54611,54611,B5,G6350,S,140210401,0,44.4477124,-90.9521804
54612,54612,B5,G6350,S,401244600,785179,44.2495513,-91.5013467
38261,38261,B5,G6350,S,482839811,17336598,36.4288600,-89.1135062
54613,54613,B5,G6350,S,189656076,55161089,44.0755851,-89.9237442
54614,54614,B5,G6350,S,210793723,3689,43.9049329,-90.9528669
38301,38301,B5,G6350,S,427529039,617738,35.5881638,-88.8533945
54615,54615,B5,G6350,S,777208082,9179403,44.2604584,-90.8132974
54616,54616,B5,G6350,S,230775419,238893,44.3008096,-91.2235102
54618,54618,B5,G6350,S,258092236,3969130,43.9636290,-90.2858544
54619,54619,B5,G6350,S,266400477,34633,43.7573051,-90.7741760
54621,54621,B5,G6350,S,97772732,195895,43.6562951,-91.0809516
38305,38305,B5,G6350,S,335051004,2539966,35.7016536,-88.7680580
44629,44629,B5,G6350,S,53030318,2135206,40.3494974,-81.4532246
54622,54622,B5,G6350,S,149107953,24370183,44.2733577,-91.7738815
62814,62814,B5,G6350,S,183394401,666686,38.3783970,-88.7319153
54623,54623,B5,G6350,S,135702448,16793,43.7329879,-91.0062587
62815,62815,B5,G6350,S,54162921,10719,38.4583525,-87.9664399
38310,38310,B5,G6350,S,295398052,1367119,35.2616659,-88.4085695
95486,95486,B5,G6350,S,50164,0,38.4741368,-123.0242032
95488,95488,B5,G6350,S,229779498,9382299,39.6837073,-123.7416090
95490,95490,B5,G6350,S,1015731154,2249411,39.4928417,-123.3409726
95492,95492,B5,G6350,S,49281489,44081,38.5280791,-122.8213493
95493,95493,B5,G6350,S,11734811,60793,39.1847285,-122.9695744
95494,95494,B5,G6350,S,266620289,0,38.8896506,-123.3378211
95497,95497,B5,G6350,S,41841504,222130,38.7430394,-123.4764179
95501,95501,B5,G6350,S,18249193,4431202,40.7986589,-124.1515834
95503,95503,B5,G6350,S,223885982,8285101,40.7383220,-124.1076186
95511,95511,B5,G6350,S,151221961,177027,40.1418347,-123.6819289
95514,95514,B5,G6350,S,224546101,561607,40.2947132,-123.6534732
84536,84536,B5,G6350,S,1547009426,209429,37.1271733,-110.3512686
85003,85003,B5,G6350,S,4795028,0,33.4506619,-112.0783529
85004,85004,B5,G6350,S,5283327,0,33.4515666,-112.0698864
85006,85006,B5,G6350,S,10110420,2685,33.4652342,-112.0487712
85007,85007,B5,G6350,S,11827228,46104,33.4476142,-112.0908828
85008,85008,B5,G6350,S,27126350,142263,33.4629542,-111.9851780
85009,85009,B5,G6350,S,40460856,114911,33.4430968,-112.1281363
85012,85012,B5,G6350,S,5682467,9920,33.5075765,-112.0709811
85013,85013,B5,G6350,S,9628902,27034,33.5110869,-112.0847490
85014,85014,B5,G6350,S,10824917,26017,33.5072229,-112.0576902
85015,85015,B5,G6350,S,12646575,29711,33.5086645,-112.1020181
85016,85016,B5,G6350,S,23393110,199568,33.5115170,-112.0191660
7310,7310,B5,G6350,S,1570828,72159,40.7301276,-74.0368322
7311,7311,B5,G6350,S,85748,0,40.7190815,-74.0326147
7401,7401,B5,G6350,S,7997671,51689,41.0326690,-74.1338262
20785,20785,B5,G6350,S,25599754,43907,38.9182912,-76.8819478
7403,7403,B5,G6350,S,16523009,1092115,41.0207534,-74.3328417
20794,20794,B5,G6350,S,26453390,32238,39.1514751,-76.7947026
99174,99174,B5,G6350,S,348103,0,47.0105624,-117.3586869
99176,99176,B5,G6350,S,98829030,0,47.0809053,-117.4238896
99179,99179,B5,G6350,S,183674119,4085973,46.4949788,-117.1259226
99180,99180,B5,G6350,S,264138586,6842305,48.2926669,-117.3421695
99181,99181,B5,G6350,S,255423837,2755893,48.1477850,-117.7866184
99185,99185,B5,G6350,S,698459815,15233367,47.7493683,-118.7173240
99201,99201,B5,G6350,S,7773504,480697,47.6623602,-117.4372549
99202,99202,B5,G6350,S,15905785,253530,47.6574968,-117.3789698
99203,99203,B5,G6350,S,12119819,21837,47.6286406,-117.4029971
99204,99204,B5,G6350,S,2919988,0,47.6457056,-117.4272630
99205,99205,B5,G6350,S,23202058,257469,47.6968247,-117.4448788
99206,99206,B5,G6350,S,60631742,254064,47.6292956,-117.2546568
99207,99207,B5,G6350,S,14108453,157219,47.6887498,-117.3874640
99208,99208,B5,G6350,S,127163232,274485,47.7855761,-117.4522506
99212,99212,B5,G6350,S,31444980,353081,47.6647048,-117.3103623
99216,99216,B5,G6350,S,34583662,282200,47.6863627,-117.2166809
99217,99217,B5,G6350,S,132155778,207688,47.7407094,-117.2613762
99218,99218,B5,G6350,S,18979511,2941,47.7589243,-117.4094650
99223,99223,B5,G6350,S,74148692,33887,47.5894070,-117.3446228
99224,99224,B5,G6350,S,303182517,926797,47.6523616,-117.5259994
99301,99301,B5,G6350,S,1203698366,35955912,46.3792330,-118.9537813
99320,99320,B5,G6350,S,359758621,2800092,46.2658884,-119.4872434
99321,99321,B5,G6350,S,95746224,6683113,46.8785985,-119.9093561
99322,99322,B5,G6350,S,639858410,0,45.9440630,-120.1807541
99323,99323,B5,G6350,S,326120901,20276009,46.1896146,-118.8718367
99324,99324,B5,G6350,S,7897462,0,46.0425786,-118.3868450
99326,99326,B5,G6350,S,706831676,4011557,46.6498168,-118.8528461
99328,99328,B5,G6350,S,1659771456,7107927,46.2633684,-117.8654241
99329,99329,B5,G6350,S,4729212,0,46.1563528,-118.1452942
99330,99330,B5,G6350,S,199563288,0,46.4897674,-119.0432215
99333,99333,B5,G6350,S,236806386,5992634,46.6857824,-118.1727165
41605,41605,B5,G6350,S,4187011,69684,37.5501340,-82.6246108
41606,41606,B5,G6350,S,27129112,2981,37.3369061,-82.7342584
41607,41607,B5,G6350,S,14877507,6204,37.6250664,-82.8568994
41612,41612,B5,G6350,S,920025,0,37.3543265,-82.7230045
41615,41615,B5,G6350,S,15102766,29222,37.5374402,-82.6925389
41616,41616,B5,G6350,S,35423106,23039,37.5619278,-82.8794270
41619,41619,B5,G6350,S,12899643,2379,37.4793350,-82.7334851
41621,41621,B5,G6350,S,1737087,44891,37.6266755,-82.7313022
41622,41622,B5,G6350,S,4214198,0,37.5226907,-82.8169524
41630,41630,B5,G6350,S,47648054,38599,37.4677339,-82.7987857
41631,41631,B5,G6350,S,30985010,7183,37.4735201,-82.6553409
41632,41632,B5,G6350,S,82350438,74027,37.5649322,-82.9517180
41635,41635,B5,G6350,S,53306878,130343,37.4845002,-82.6261180
41636,41636,B5,G6350,S,25372698,2646,37.3992860,-82.7316443
41640,41640,B5,G6350,S,134441239,89548,37.4755966,-83.0092725
41642,41642,B5,G6350,S,23890040,391951,37.5922365,-82.6483934
41643,41643,B5,G6350,S,2195881,0,37.4602035,-82.8322327
41645,41645,B5,G6350,S,33671058,13959,37.5238241,-82.7953060
41647,41647,B5,G6350,S,47891826,11053,37.4420565,-82.7174484
41649,41649,B5,G6350,S,60381270,256741,37.5709937,-82.7766859
41650,41650,B5,G6350,S,8954816,0,37.3545089,-82.6832674
41653,41653,B5,G6350,S,310995384,2128555,37.6546915,-82.7579562
41655,41655,B5,G6350,S,42861352,66850,37.5072368,-82.7356443
62282,62282,B5,G6350,S,2634332,544,38.3630672,-89.7181038
54125,54125,B5,G6350,S,191866112,2832244,45.5791475,-88.4016149
62284,62284,B5,G6350,S,72380888,203854,38.8812647,-89.3139884
62285,62285,B5,G6350,S,42378928,1082544,38.3895481,-90.0105391
54126,54126,B5,G6350,S,196867957,335324,44.2919049,-88.0507231
54127,54127,B5,G6350,S,218662,0,44.7963950,-88.2696023
54128,54128,B5,G6350,S,134238115,2660025,44.8787760,-88.8110896
54129,54129,B5,G6350,S,187437283,835578,44.1315801,-88.1941980
62286,62286,B5,G6350,S,280297135,4497024,38.1185902,-89.7158237
62288,62288,B5,G6350,S,98316928,148461,37.9885917,-89.6872619
62289,62289,B5,G6350,S,534704,0,38.5969063,-89.7514725
62292,62292,B5,G6350,S,3789968,30512,38.2114616,-89.6772856
62293,62293,B5,G6350,S,154017464,359551,38.6193206,-89.6971397
54130,54130,B5,G6350,S,206557707,2850121,44.3113132,-88.2443098
62294,62294,B5,G6350,S,79657911,1432228,38.7025597,-89.8674847
62295,62295,B5,G6350,S,176102071,17076493,38.2838776,-90.3236623
62297,62297,B5,G6350,S,61825533,561125,38.0521215,-89.8063319
54135,54135,B5,G6350,S,208312547,8993490,44.9273792,-88.6079361
54136,54136,B5,G6350,S,5356791,404285,44.2682188,-88.3385347
54137,54137,B5,G6350,S,67760392,0,44.7568130,-88.2550122
54138,54138,B5,G6350,S,188928259,3841944,45.3336056,-88.4096888
62298,62298,B5,G6350,S,373502468,3750545,38.3107929,-90.1593944
54139,54139,B5,G6350,S,248105480,941093,44.9568442,-88.0755053
54140,54140,B5,G6350,S,8204315,533790,44.2865149,-88.3092287
54141,54141,B5,G6350,S,66396900,14116519,44.7285845,-87.9983178
56547,56547,B5,G6350,S,402035632,335183,46.8894723,-96.5537276
56548,56548,B5,G6350,S,166075125,905167,47.3682724,-96.7453625
56549,56549,B5,G6350,S,540411757,10892163,46.8477456,-96.3122452
56550,56550,B5,G6350,S,149950890,1303400,47.2739327,-96.7430604
56551,56551,B5,G6350,S,279226637,18130375,46.3173903,-95.4469127
56552,56552,B5,G6350,S,125269977,4005907,46.9846055,-96.2042954
56553,56553,B5,G6350,S,162628697,0,46.4288272,-96.6182550
56554,56554,B5,G6350,S,305202299,42503976,46.8855365,-96.1160885
56556,56556,B5,G6350,S,255303341,5576797,47.6629524,-95.8799743
56557,56557,B5,G6350,S,637298701,18571416,47.3172220,-95.7949598
56560,56560,B5,G6350,S,409921052,18637,46.8426810,-96.7289619
56565,56565,B5,G6350,S,74545970,0,46.0495856,-96.2976389
56566,56566,B5,G6350,S,46489480,9569548,47.2389077,-95.6129010
56567,56567,B5,G6350,S,383548848,5717627,46.5498252,-95.3744168
56568,56568,B5,G6350,S,86978724,101452,47.5349676,-96.7629064
56569,56569,B5,G6350,S,327176666,22411536,47.0737658,-95.8596657
56570,56570,B5,G6350,S,252397160,23171470,46.9179286,-95.3671363
56571,56571,B5,G6350,S,119250138,48793373,46.4338557,-95.5427164
56572,56572,B5,G6350,S,424273243,88495719,46.6021785,-96.0737143
56573,56573,B5,G6350,S,357824277,47144741,46.6187685,-95.5482765
56574,56574,B5,G6350,S,152824364,1481012,47.2021203,-96.7142889
56575,56575,B5,G6350,S,389255226,37064724,47.0424074,-95.4348411
56576,56576,B5,G6350,S,102283610,39757865,46.4631121,-95.6994141
56577,56577,B5,G6350,S,786496,278243,46.9741577,-95.8034542
56578,56578,B5,G6350,S,177777689,42158485,46.9408935,-95.6414960
56579,56579,B5,G6350,S,507092446,2113267,46.4635315,-96.3386584
56580,56580,B5,G6350,S,164498722,195394,46.7360624,-96.6040141
8038,8038,B5,G6350,S,44866569,9711665,39.4700040,-75.4902912
8039,8039,B5,G6350,S,2666775,4057,39.6856586,-75.2773093
8041,8041,B5,G6350,S,29506652,28970,40.0385252,-74.6841008
8042,8042,B5,G6350,S,1720015,0,40.0153885,-74.6622884
8043,8043,B5,G6350,S,29720494,387797,39.8485372,-74.9534991
8045,8045,B5,G6350,S,3371312,0,39.8672018,-75.0297711
8046,8046,B5,G6350,S,18995671,663533,40.0279495,-74.8869838
21502,21502,B5,G6350,S,232055197,4137398,39.6436951,-78.7551408
21520,21520,B5,G6350,S,158542004,0,39.6247391,-79.3014817
8048,8048,B5,G6350,S,34080580,340465,39.9588554,-74.8024782
8049,8049,B5,G6350,S,3260390,0,39.8544118,-75.0384670
21521,21521,B5,G6350,S,60100169,55188,39.5513711,-79.0414767
21522,21522,B5,G6350,S,6685947,0,39.6102431,-79.2277527
68714,68714,B5,G6350,S,1877545037,8099991,42.4306689,-99.4935461
68715,68715,B5,G6350,S,145573865,998350,41.9638908,-97.6098973
68716,68716,B5,G6350,S,155109616,1576901,41.9270412,-96.8226639
68717,68717,B5,G6350,S,58868954,3590,42.3833497,-97.2224482
68718,68718,B5,G6350,S,580881199,10250292,42.6699325,-97.6920853
68720,68720,B5,G6350,S,172851196,51634,42.3449970,-98.0146602
68722,68722,B5,G6350,S,241149352,287847,42.9299355,-98.8690159
68723,68723,B5,G6350,S,179589780,62185,42.2827525,-97.2082395
68724,68724,B5,G6350,S,88345134,0,42.6380062,-97.8940058
68725,68725,B5,G6350,S,435422944,67683,42.1974137,-98.7779015
68726,68726,B5,G6350,S,312290095,754172,42.1846609,-98.2101103
68727,68727,B5,G6350,S,184070252,53341,42.5152958,-97.2024781
68728,68728,B5,G6350,S,62532494,105993,42.3751315,-96.9471201
68729,68729,B5,G6350,S,410253879,477013,42.4718722,-97.9050749
68730,68730,B5,G6350,S,355028323,31082286,42.7672628,-97.5346318
68731,68731,B5,G6350,S,94360766,829497,42.4045784,-96.4729280
68732,68732,B5,G6350,S,121472510,11044,42.4938256,-96.9787330
68733,68733,B5,G6350,S,256856566,260412,42.2851287,-96.7251386
68734,68734,B5,G6350,S,62561774,14362,42.4585081,-98.8039631
68735,68735,B5,G6350,S,963446155,1876280,42.1395199,-98.4660356
68736,68736,B5,G6350,S,181567227,0,42.7353713,-97.3678065
68739,68739,B5,G6350,S,577485960,46806,42.6259973,-97.2699523
68740,68740,B5,G6350,S,181379338,166699,42.1523474,-97.2961698
68741,68741,B5,G6350,S,165828601,126079,42.3430219,-96.5944777
68742,68742,B5,G6350,S,100904115,28316,42.3524153,-98.5294123
68743,68743,B5,G6350,S,164983290,2725602,42.4574190,-96.6244572
68745,68745,B5,G6350,S,308580795,45907,42.4561965,-97.0838830
68746,68746,B5,G6350,S,604415866,11937880,42.8096359,-98.4374415
68747,68747,B5,G6350,S,82997197,12141,42.3911447,-97.4961248
68748,68748,B5,G6350,S,437769624,977047,41.8369962,-97.4746235
68749,68749,B5,G6350,S,5226605,0,42.4530878,-97.4753508
43722,43722,B5,G6350,S,1935120,0,39.9191842,-81.5175719
49887,49887,B5,G6350,S,555976317,35509400,45.4293400,-87.5506352
49891,49891,B5,G6350,S,220698504,994778,46.2412774,-87.0225292
43723,43723,B5,G6350,S,45872483,193873,39.9606015,-81.5394899
23005,23005,B5,G6350,S,174450478,1396532,37.7596963,-77.4818702
49892,49892,B5,G6350,S,421838378,8959024,45.8180696,-87.7858171
49893,49893,B5,G6350,S,194414683,1860160,45.2970384,-87.6051547
49894,49894,B5,G6350,S,2181642,79271,45.7863010,-87.0755041
23009,23009,B5,G6350,S,201252264,2222500,37.8209381,-77.1811656
23011,23011,B5,G6350,S,56513923,10924491,37.4773539,-76.8124505
23015,23015,B5,G6350,S,210436503,1529201,37.9298122,-77.6262479
23021,23021,B5,G6350,S,9263143,3978768,37.3899479,-76.3735220
43724,43724,B5,G6350,S,401860490,2786904,39.7208939,-81.4986822
23022,23022,B5,G6350,S,67695111,1914674,37.7310042,-78.2631545
23023,23023,B5,G6350,S,51726793,428601,37.7689581,-76.9637286
49895,49895,B5,G6350,S,566344872,20235511,46.1653117,-86.6658852
49896,49896,B5,G6350,S,152134227,226558,45.6775751,-87.3893191
49901,49901,B5,G6350,S,6206198,0,47.3077958,-88.3952078
49902,49902,B5,G6350,S,816800,0,46.0430040,-88.3798811
49903,49903,B5,G6350,S,480597775,8533463,46.3326243,-88.4452863
72471,72471,B5,G6350,S,217642858,1835642,35.8278742,-91.1101476
72472,72472,B5,G6350,S,456103401,3416730,35.5964527,-90.5341787
72473,72473,B5,G6350,S,149629792,353963,35.7382756,-91.1713155
72476,72476,B5,G6350,S,517107760,871555,36.0495138,-90.9199124
72478,72478,B5,G6350,S,132201988,138812,36.4478749,-91.0589812
72479,72479,B5,G6350,S,508062589,5680951,35.6336625,-90.9054645
72482,72482,B5,G6350,S,177982440,1039433,36.2775592,-91.3675182
72501,72501,B5,G6350,S,786124905,9109745,35.7911710,-91.6533812
72512,72512,B5,G6350,S,56621099,3335528,36.2204210,-91.7463122
72513,72513,B5,G6350,S,244302229,37634,36.2262854,-91.6583065
72515,72515,B5,G6350,S,25279046,0,36.2763772,-92.0564332
72517,72517,B5,G6350,S,88765661,0,36.1323109,-91.9732737
72519,72519,B5,G6350,S,385392790,9923407,36.1341233,-92.1803085
72520,72520,B5,G6350,S,66048375,0,36.3909003,-91.7201935
72521,72521,B5,G6350,S,325250402,291689,35.9496718,-91.5411175
72522,72522,B5,G6350,S,15222585,0,35.8108859,-91.4704279
72523,72523,B5,G6350,S,103326377,52974,35.6277934,-91.8446564
72524,72524,B5,G6350,S,145284120,2155270,35.8402152,-91.3114377
72526,72526,B5,G6350,S,14372602,0,35.8831980,-91.7793042
72527,72527,B5,G6350,S,10272408,0,35.7398586,-91.6849841
72528,72528,B5,G6350,S,10355513,0,36.2274873,-92.1383111
72529,72529,B5,G6350,S,50788967,2271456,36.2918216,-91.5642866
72530,72530,B5,G6350,S,289309218,17060938,35.6039724,-91.9447907
72531,72531,B5,G6350,S,148299698,18700972,36.3302301,-92.1398237
72532,72532,B5,G6350,S,268683274,173101,36.1039563,-91.6005980
72533,72533,B5,G6350,S,111335847,18333,35.9784552,-92.2470164
72534,72534,B5,G6350,S,160150901,40278,35.6010374,-91.7443886
72536,72536,B5,G6350,S,65783790,4898,36.1441665,-91.7682924
72537,72537,B5,G6350,S,74224668,11256338,36.4461315,-92.2225564
72538,72538,B5,G6350,S,120572298,1148,36.4455667,-92.1002925
72539,72539,B5,G6350,S,42761056,0,36.3321400,-91.7111444
72540,72540,B5,G6350,S,48005244,796303,35.9193973,-91.9099918
72542,72542,B5,G6350,S,410809202,2227682,36.3004026,-91.4659780
72543,72543,B5,G6350,S,293493540,19924551,35.4505386,-91.9872922
72544,72544,B5,G6350,S,71504732,8711187,36.4036458,-92.1896820
72546,72546,B5,G6350,S,10084103,0,35.5789284,-91.9410379
72550,72550,B5,G6350,S,119220224,1628801,35.7101256,-91.7839736
64426,64426,B5,G6350,S,135009855,222311,40.5217098,-93.8595175
64427,64427,B5,G6350,S,158792278,791196,40.1113621,-94.8331555
64428,64428,B5,G6350,S,251100203,726000,40.4366101,-95.0938944
58654,58654,B5,G6350,S,1230866098,3250431,46.8872586,-103.7949004
58655,58655,B5,G6350,S,256566405,600975,46.7716033,-103.0313400
58656,58656,B5,G6350,S,473972235,1514654,46.9430369,-102.4583678
64429,64429,B5,G6350,S,406473529,3070241,39.7367442,-94.2258072
64430,64430,B5,G6350,S,106609121,954252,39.8389903,-94.5655387
64431,64431,B5,G6350,S,126615502,213028,40.5281929,-94.9962573
64432,64432,B5,G6350,S,544511,0,40.2634939,-94.6686915
64433,64433,B5,G6350,S,1941542,26931,40.2388440,-94.6809008
64434,64434,B5,G6350,S,91014828,0,40.2618551,-94.7335152
64436,64436,B5,G6350,S,83041405,1273711,39.8577267,-94.6918594
64437,64437,B5,G6350,S,402048289,10527217,40.1223845,-95.3474852
64438,64438,B5,G6350,S,120822975,16101,40.1585834,-94.4137659
64439,64439,B5,G6350,S,137937603,704849,39.5244126,-94.7533725
64440,64440,B5,G6350,S,97608986,97317,39.5851336,-94.9103377
64441,64441,B5,G6350,S,132335072,25918,40.3929167,-94.2712999
58701,58701,B5,G6350,S,571805156,8163338,48.1448263,-101.3260158
58702,58702,B5,G6350,S,12695,0,48.2321389,-101.2937883
64442,64442,B5,G6350,S,215633874,1558391,40.4898806,-94.0114743
64443,64443,B5,G6350,S,126040753,1210474,39.7428860,-94.6531630
64444,64444,B5,G6350,S,90600173,230000,39.4854245,-94.6480310
64445,64445,B5,G6350,S,109351650,16689,40.5402433,-95.1491085
64446,64446,B5,G6350,S,378346561,2269710,40.3170921,-95.4140494
58703,58703,B5,G6350,S,415949322,2995265,48.3340729,-101.3066661
64448,64448,B5,G6350,S,98674798,323024,39.5967480,-94.8227647
24017,24017,B5,G6350,S,23213043,93905,37.2976432,-79.9909712
54666,54666,B5,G6350,S,590789111,27283574,44.1701330,-90.4496682
62863,62863,B5,G6350,S,387359249,9048192,38.4158345,-87.8598722
24018,24018,B5,G6350,S,117611854,206212,37.2130549,-80.0417392
54667,54667,B5,G6350,S,225890309,517048,43.6638027,-90.8599888
38363,38363,B5,G6350,S,236803548,9903785,35.6878425,-88.1107644
38365,38365,B5,G6350,S,949238,222928,35.0542500,-88.2321274
38366,38366,B5,G6350,S,119291117,274606,35.4790004,-88.7412732
44683,44683,B5,G6350,S,177304832,2214311,40.3647715,-81.3250713
54669,54669,B5,G6350,S,132780240,2436792,43.9112454,-91.0838990
34608,34608,B5,G6350,S,39712872,2097995,28.4828261,-82.5528538
38367,38367,B5,G6350,S,202221780,136981,35.0530475,-88.6232420
54670,54670,B5,G6350,S,139862055,0,43.8373693,-90.4858491
44685,44685,B5,G6350,S,66358839,154784,40.9554046,-81.4243725
44687,44687,B5,G6350,S,168437,0,40.5379224,-81.7199836
38368,38368,B5,G6350,S,139768092,35740,35.5109129,-88.3481295
24019,24019,B5,G6350,S,80114531,1044869,37.3465226,-79.9535799
24020,24020,B5,G6350,S,708523,0,37.3582160,-79.9441791
44688,44688,B5,G6350,S,59508115,5912,40.6839082,-81.2553825
44689,44689,B5,G6350,S,9483775,4738,40.6452103,-81.6591322
4057,4057,B5,G6350,S,142741,0,44.1015517,-70.6989193
4061,4061,B5,G6350,S,50908173,1806482,43.6335577,-70.7394793
4062,4062,B5,G6350,S,121663393,7183046,43.7946894,-70.4053294
4063,4063,B5,G6350,S,1735838,6356,43.5003887,-70.3953259
4064,4064,B5,G6350,S,17519276,1802982,43.5250423,-70.3882791
4066,4066,B5,G6350,S,4666637,6047687,43.7655470,-69.9669813
4068,4068,B5,G6350,S,81932349,3526106,43.8378976,-70.9465682
4069,4069,B5,G6350,S,59192593,38368,43.9039141,-70.1820179
4071,4071,B5,G6350,S,96078735,16779982,43.9267455,-70.4507600
4072,4072,B5,G6350,S,99627197,7742967,43.5504110,-70.4663413
4073,4073,B5,G6350,S,96846450,2070322,43.4186435,-70.7477795
4074,4074,B5,G6350,S,123200748,12983597,43.5896271,-70.3661914
16682,16682,B5,G6350,S,555564,0,40.2660608,-78.4578216
16683,16683,B5,G6350,S,39337434,212988,40.6638672,-78.0655581
16685,16685,B5,G6350,S,23609320,0,40.2874917,-78.0826367
16686,16686,B5,G6350,S,349969095,566149,40.6678658,-78.2507459
16689,16689,B5,G6350,S,53070470,0,40.1299845,-78.1289903
16691,16691,B5,G6350,S,74803846,0,40.0774934,-78.1459336
16692,16692,B5,G6350,S,43621632,235058,40.7508272,-78.7108017
16693,16693,B5,G6350,S,194015728,111169,40.4853610,-78.2208046
16694,16694,B5,G6350,S,5733779,23253,40.1553011,-78.1487990
16695,16695,B5,G6350,S,40837412,71788,40.2046530,-78.3369292
16699,16699,B5,G6350,S,164936,0,40.4472109,-78.5605046
15001,15001,B5,G6350,S,155517261,3449155,40.5952626,-80.3228766
15003,15003,B5,G6350,S,16909377,948840,40.6036397,-80.2164242
15004,15004,B5,G6350,S,811323,0,40.3451023,-80.3812967
15005,15005,B5,G6350,S,40711516,702311,40.6450796,-80.1866476
44632,44632,B5,G6350,S,70855127,1164378,40.9632315,-81.3130309
34470,34470,B5,G6350,S,30124340,0,29.1989065,-82.0874247
62816,62816,B5,G6350,S,89539317,17305554,38.1897649,-88.9229222
54624,54624,B5,G6350,S,169569812,5964344,43.4615058,-91.1311410
54625,54625,B5,G6350,S,16336105,0,44.1334176,-91.5250026
44633,44633,B5,G6350,S,59752571,68141,40.6297587,-81.9352678
38311,38311,B5,G6350,S,151279235,7783770,35.4370983,-88.1042043
62817,62817,B5,G6350,S,180414092,441973,37.9544744,-88.4761073
54626,54626,B5,G6350,S,173431174,3382588,43.2196461,-91.0540371
44634,44634,B5,G6350,S,49258916,70828,40.8379914,-81.0413966
62818,62818,B5,G6350,S,67322511,0,38.3832782,-87.9653462
38313,38313,B5,G6350,S,188232929,85513,35.6103388,-88.6198266
62819,62819,B5,G6350,S,2897017,82648,37.9773113,-89.0165863
62820,62820,B5,G6350,S,55012746,81957,38.2424017,-88.2374454
44637,44637,B5,G6350,S,143857845,193572,40.4895596,-82.0390325
54627,54627,B5,G6350,S,211683332,1212147,44.1713871,-91.2269809
38315,38315,B5,G6350,S,288802080,133137,35.2683165,-88.6156543
44638,44638,B5,G6350,S,72812225,1087276,40.6422551,-82.1455987
44640,44640,B5,G6350,S,608425,18200,40.9855432,-81.1507051
54628,54628,B5,G6350,S,193639365,103268,43.3729938,-91.0261766
34471,34471,B5,G6350,S,51133757,51702,29.1605547,-82.1307652
38316,38316,B5,G6350,S,165147809,277525,36.0659820,-88.8175842
54629,54629,B5,G6350,S,274741466,34350189,44.1740536,-91.6393395
38317,38317,B5,G6350,S,93501203,100478,36.0579365,-88.2638105
53827,53827,B5,G6350,S,87982841,1962296,43.0458650,-90.8204729
62051,62051,B5,G6350,S,98614417,1064026,39.2016496,-89.4032753
62052,62052,B5,G6350,S,365200954,195619,39.1105713,-90.3212166
62053,62053,B5,G6350,S,119042836,2104557,39.3192542,-90.6654198
62054,62054,B5,G6350,S,100832389,27595,39.2043425,-90.3394267
53901,53901,B5,G6350,S,367674986,23974607,43.5609072,-89.4831469
53910,53910,B5,G6350,S,159292879,1047997,43.8866779,-89.8077484
46133,46133,B5,G6350,S,63613329,35933,39.5950550,-85.3108320
46135,46135,B5,G6350,S,431343863,1942998,39.6545713,-86.8939963
46140,46140,B5,G6350,S,438946348,1764122,39.8019726,-85.7720706
46142,46142,B5,G6350,S,38756584,448994,39.6218096,-86.1753191
46143,46143,B5,G6350,S,126425847,367956,39.5958602,-86.1163194
46144,46144,B5,G6350,S,1342909,0,39.6551591,-85.6473541
46146,46146,B5,G6350,S,2014475,0,39.5856659,-85.5683339
46147,46147,B5,G6350,S,152675838,78742,39.9711487,-86.6228267
46148,46148,B5,G6350,S,132253988,589168,39.8113995,-85.5124656
46149,46149,B5,G6350,S,67965333,34997,39.8831670,-86.5535832
46150,46150,B5,G6350,S,63887849,72663,39.5454637,-85.6029076
46151,46151,B5,G6350,S,530632048,9804480,39.4572122,-86.4332800
46155,46155,B5,G6350,S,59165,0,39.7435008,-85.4297413
46156,46156,B5,G6350,S,105796743,72994,39.4893613,-85.4944498
46157,46157,B5,G6350,S,82574645,347385,39.5536301,-86.5287312
22719,22719,B5,G6350,S,52720563,40773,38.5348895,-78.2812517
22720,22720,B5,G6350,S,53530654,291340,38.4749561,-77.6441067
22722,22722,B5,G6350,S,9112554,17736,38.4662501,-78.2270591
22723,22723,B5,G6350,S,11045502,61395,38.3346049,-78.3803613
49769,49769,B5,G6350,S,138196708,7369713,45.5708120,-84.8617542
22724,22724,B5,G6350,S,54642744,418739,38.6146452,-77.8939812
22726,22726,B5,G6350,S,40835667,423573,38.3982004,-77.8165354
